0.811623	0.167039 
0.831663	0.166489 
0.851703	0.165929 
0.871743	0.165357 
0.891784	0.164773 
0.911824	0.164179 
0.931864	0.163573 
0.951904	0.162957 
0.971944	0.162330 
0.991984	0.161692 
1.012024	0.161044 
1.032064	0.160386 
1.052104	0.159717 
1.072144	0.159039 
1.092184	0.158351 
1.112224	0.157653 
1.132265	0.156945 
1.152305	0.156228 
1.172345	0.155502 
1.192385	0.154767 
1.212425	0.154023 
1.232465	0.153270 
1.252505	0.152509 
1.272545	0.151739 
1.292585	0.150961 
1.312625	0.150175 
1.332665	0.149381 
1.352705	0.148579 
1.372745	0.147770 
1.392786	0.146953 
1.412826	0.146129 
1.432866	0.145298 
1.452906	0.144460 
1.472946	0.143616 
1.492986	0.142765 
1.513026	0.141907 
1.533066	0.141044 
1.553106	0.140174 
1.573146	0.139298 
1.593186	0.138417 
1.613226	0.137531 
1.633267	0.136639 
1.653307	0.135742 
1.673347	0.134840 
1.693387	0.133933 
1.713427	0.133022 
1.733467	0.132106 
1.753507	0.131186 
1.773547	0.130262 
1.793587	0.129335 
1.813627	0.128403 
1.833667	0.127468 
1.853707	0.126529 
1.873747	0.125588 
1.893788	0.124643 
1.913828	0.123696 
1.933868	0.122746 
1.953908	0.121793 
1.973948	0.120838 
1.993988	0.119881 
2.014028	0.118922 
2.034068	0.117961 
2.054108	0.116999 
2.074148	0.116035 
2.094188	0.115069 
2.114228	0.114103 
2.134269	0.113136 
2.154309	0.112167 
2.174349	0.111199 
2.194389	0.110229 
2.214429	0.109260 
2.234469	0.108290 
2.254509	0.107320 
2.274549	0.106351 
2.294589	0.105381 
2.314629	0.104412 
2.334669	0.103444 
2.354709	0.102476 
2.374749	0.101510 
2.394790	0.100544 
2.414830	0.099580 
2.434870	0.098617 
2.454910	0.097655 
2.474950	0.096695 
2.494990	0.095737 
2.515030	0.094780 
2.535070	0.093826 
2.555110	0.092874 
2.575150	0.091924 
2.595190	0.090976 
2.615230	0.090031 
2.635271	0.089089 
2.655311	0.088149 
2.675351	0.087212 
2.695391	0.086279 
2.715431	0.085348 
2.735471	0.084421 
2.755511	0.083497 
2.775551	0.082577 
2.795591	0.081660 
2.815631	0.080747 
2.835671	0.079838 
2.855711	0.078932 
2.875752	0.078031 
2.895792	0.077133 
2.915832	0.076240 
2.935872	0.075351 
2.955912	0.074467 
2.975952	0.073587 
2.995992	0.072712 
3.016032	0.071841 
3.036072	0.070975 
3.056112	0.070114 
3.076152	0.069257 
3.096192	0.068406 
3.116232	0.067559 
3.136273	0.066718 
3.156313	0.065882 
3.176353	0.065051 
3.196393	0.064226 
3.216433	0.063406 
3.236473	0.062591 
3.256513	0.061782 
3.276553	0.060978 
3.296593	0.060180 
3.316633	0.059388 
3.336673	0.058601 
3.356713	0.057821 
3.376754	0.057046 
3.396794	0.056277 
3.416834	0.055513 
3.436874	0.054756 
3.456914	0.054005 
3.476954	0.053260 
3.496994	0.052520 
3.517034	0.051787 
3.537074	0.051060 
3.557114	0.050340 
3.577154	0.049625 
3.597194	0.048917 
3.617234	0.048214 
3.637275	0.047519 
3.657315	0.046829 
3.677355	0.046146 
3.697395	0.045469 
3.717435	0.044798 
3.737475	0.044134 
3.757515	0.043476 
3.777555	0.042824 
3.797595	0.042179 
3.817635	0.041540 
3.837675	0.040908 
3.857715	0.040282 
3.877756	0.039662 
3.897796	0.039049 
3.917836	0.038442 
3.937876	0.037842 
3.957916	0.037248 
3.977956	0.036660 
3.997996	0.036079 
4.018036	0.035504 
4.038076	0.034935 
4.058116	0.034373 
4.078156	0.033817 
4.098196	0.033267 
4.118236	0.032724 
4.138277	0.032187 
4.158317	0.031656 
4.178357	0.031132 
4.198397	0.030614 
4.218437	0.030102 
4.238477	0.029596 
4.258517	0.029096 
4.278557	0.028602 
4.298597	0.028115 
4.318637	0.027634 
4.338677	0.027158 
4.358717	0.026689 
4.378758	0.026226 
4.398798	0.025769 
4.418838	0.025317 
4.438878	0.024872 
4.458918	0.024432 
4.478958	0.023999 
4.498998	0.023571 
4.519038	0.023148 
4.539078	0.022732 
4.559118	0.022321 
4.579158	0.021916 
4.599198	0.021517 
4.619238	0.021123 
4.639279	0.020735 
4.659319	0.020352 
4.679359	0.019975 
4.699399	0.019603 
4.719439	0.019236 
4.739479	0.018875 
4.759519	0.018519 
4.779559	0.018168 
4.799599	0.017823 
4.819639	0.017483 
4.839679	0.017147 
4.859719	0.016817 
4.879760	0.016492 
4.899800	0.016172 
4.919840	0.015857 
4.939880	0.015547 
4.959920	0.015241 
4.979960	0.014941 
5.000000	0.014645 
